City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Discription
363,Marienburg,PL,54.04,19.03,70.0,100,52,11.7,broken clouds
364,Nyurba,RU,63.28,118.33,65.07,38,14,2.44,few clouds
365,Petropavlivka,UA,48.46,36.44,63.88,84,100,6.89,moderate rain
366,Stolin,BY,51.89,26.85,58.41,96,18,5.7,few clouds
367,Japura,ID,-0.32,102.35,89.64,54,39,5.08,scattered clouds
368,Brattvag,NO,62.6,6.44,64.4,72,100,8.05,light intensity drizzle
369,Omboue,GA,-1.57,9.26,73.71,79,97,4.0,overcast clouds
370,Bonthe,SL,7.53,-12.51,76.19,88,99,6.62,light rain
371,Quesnel,CA,53.0,-122.5,59.0,93,90,2.24,mist
372,Warwick,US,41.7,-71.42,73.0,78,75,10.29,broken clouds
373,Hovd,MN,48.01,91.64,69.78,24,100,6.17,overcast clouds
374,Sarkand,KZ,45.41,79.92,78.21,18,79,5.37,broken clouds
375,Vanavara,RU,60.34,102.28,70.99,48,100,3.94,overcast clouds
376,Thunder Bay,CA,48.4,-89.32,62.6,93,40,3.36,scattered clouds
377,Shostka,UA,51.86,33.47,54.88,93,58,7.4,broken clouds
378,Derzhavinsk,KZ,51.1,66.32,65.84,54,70,12.12,light rain
379,Kismayo,SO,-0.36,42.55,76.77,80,77,14.07,broken clouds
380,Amol,IR,36.47,52.35,77.0,83,75,4.7,broken clouds
381,Coronel Martinez,PY,-25.75,-56.62,39.9,78,0,4.43,clear sky
382,Marsh Harbour,BS,26.54,-77.06,82.99,77,23,11.97,few clouds
383,Orel-Izumrud,RU,43.46,39.92,69.8,68,40,8.95,scattered clouds
384,Burgeo,CA,47.62,-57.62,58.91,90,99,10.25,light rain
385,Dahuk,IQ,36.87,42.99,81.59,30,0,7.74,clear sky
386,Severnyy,RU,50.68,36.55,55.4,87,75,6.71,broken clouds
387,Santa Fe,AR,-31.63,-60.7,48.0,38,0,3.0,clear sky
388,Yining,CN,29.04,114.56,91.04,61,17,3.27,light rain
389,Asasa,ET,7.1,39.2,53.65,84,81,1.32,broken clouds
390,Laguna Woods,US,33.61,-117.73,78.01,83,75,6.93,broken clouds
391,Keti Bandar,PK,24.14,67.45,86.31,76,100,8.9,overcast clouds
392,Luena,AO,-11.78,19.92,61.32,52,37,5.5,scattered clouds
393,Ati,TD,13.22,18.34,80.01,77,77,6.08,light rain
394,Dongfeng,CN,42.64,125.51,76.44,69,8,5.48,light rain
395,Faanui,PF,-16.48,-151.75,77.4,80,6,22.86,light rain
396,Rottweil,DE,48.17,8.63,69.01,81,36,1.79,light rain
397,San Quintin,MX,30.48,-115.95,82.0,59,87,3.89,overcast clouds
398,Kiruna,SE,67.86,20.23,57.2,93,100,10.29,overcast clouds
399,Cap-Chat,CA,49.1,-66.68,53.71,74,4,2.82,clear sky
400,Raymondville,US,26.48,-97.78,82.0,74,1,10.29,clear sky
401,Kilindoni,TZ,-7.91,39.67,75.94,78,11,14.27,few clouds
402,Muskegon,US,43.3,-86.13,69.01,82,1,4.61,clear sky
403,Stromness,GB,58.97,-3.3,57.2,93,37,12.75,scattered clouds
404,Sinnamary,GF,5.38,-52.95,78.19,84,0,8.48,clear sky
405,Saint Anthony,US,45.02,-93.22,73.4,83,75,9.17,moderate rain
406,Estelle,US,29.85,-90.11,79.0,78,20,8.05,thunderstorm
407,Camocim,BR,-2.9,-40.84,75.16,91,29,8.52,scattered clouds
408,Kalmunai,LK,7.42,81.82,87.06,61,60,1.7,broken clouds
409,Barra Patuca,HN,15.8,-84.28,77.67,90,100,7.36,overcast clouds
410,Lompoc,US,34.64,-120.46,60.8,93,90,3.36,overcast clouds
411,Vitim,RU,59.45,112.56,72.72,45,15,6.02,few clouds
412,Kaitangata,NZ,-46.28,169.85,55.0,68,4,5.01,light rain
413,Key West,US,24.56,-81.78,87.8,74,20,9.17,few clouds
414,Almenara,BR,-16.18,-40.69,70.74,84,89,1.86,overcast clouds
415,Asau,RO,46.43,26.4,62.01,90,0,3.89,clear sky
416,Pascagoula,US,30.37,-88.56,82.4,78,75,5.82,broken clouds
417,Xinyu,CN,27.8,114.93,89.17,72,13,5.66,moderate rain
418,Changzhou,CN,31.78,119.97,95.0,59,95,6.04,overcast clouds
419,Nicoya,CR,10.15,-85.45,74.41,95,100,1.99,moderate rain
420,Tambo,PE,-14.8,-73.92,34.83,87,3,0.47,clear sky
421,Lodwar,KE,3.12,35.6,76.87,59,8,15.88,clear sky
422,Alice Springs,AU,-23.7,133.88,69.8,22,0,9.17,clear sky
423,Vila Franca Do Campo,PT,37.72,-25.43,71.6,94,40,4.7,scattered clouds
424,San Pedro,PH,14.35,121.02,91.0,66,93,8.05,overcast clouds
425,Kandrian,PG,-6.22,149.55,81.37,83,61,10.92,light rain
426,Orcopampa,PE,-15.27,-72.34,44.62,59,6,0.54,clear sky
427,Dafeng,CN,23.45,108.59,90.19,56,22,3.11,few clouds
428,Paragominas,BR,-2.97,-47.48,73.33,90,30,4.63,scattered clouds
429,Dalbandin,PK,28.89,64.41,88.16,40,40,4.76,scattered clouds
430,Hailar,CN,49.2,119.7,76.24,45,100,10.11,overcast clouds
431,Boguchany,RU,58.38,97.45,75.09,42,71,3.94,broken clouds
432,Kailahun,SL,8.28,-10.57,70.7,98,98,2.62,overcast clouds
433,Ribeira Grande,PT,38.52,-28.7,69.1,66,0,2.1,clear sky
434,Byron Bay,AU,-28.65,153.62,70.0,30,40,20.8,scattered clouds
435,Yarim,YE,14.3,44.38,64.18,52,59,2.86,broken clouds
436,Port Blair,IN,11.67,92.75,84.54,74,94,9.93,light rain
437,Port Hawkesbury,CA,45.62,-61.35,63.0,93,90,8.05,overcast clouds
438,Ketchikan,US,55.34,-131.65,59.0,100,90,5.82,light rain
439,Shimoda,JP,34.67,138.95,89.6,70,20,3.36,few clouds
440,Arvi,IN,20.98,78.23,77.61,86,100,14.63,overcast clouds
441,Kathu,TH,7.92,98.33,88.0,66,20,6.93,few clouds
442,Huarmey,PE,-10.07,-78.15,60.1,83,84,5.88,broken clouds
443,Kyshtovka,RU,56.55,76.63,56.32,93,86,8.23,overcast clouds
444,Kathmandu,NP,27.72,85.32,77.0,78,75,2.24,broken clouds
445,Chifeng,CN,42.27,118.96,79.34,40,17,5.55,few clouds
446,Saint-Philippe,RE,-21.36,55.77,72.0,46,61,4.7,broken clouds
447,Yeppoon,AU,-23.13,150.73,80.6,15,0,12.75,clear sky
448,Beroroha,MG,-21.67,45.17,65.25,72,0,3.91,clear sky
449,Timucuy,MX,20.82,-89.52,78.01,91,21,4.76,few clouds
450,Bulgan,MN,48.81,103.53,67.53,54,0,8.77,clear sky
451,Kars,TR,40.6,43.09,51.8,93,75,5.82,light intensity shower rain
452,Vestmannaeyjar,IS,63.44,-20.27,49.8,69,0,6.29,clear sky
453,Salalah,OM,17.02,54.09,77.0,100,90,3.36,haze
454,Whitehorse,CA,60.72,-135.05,59.0,82,90,1.12,light intensity shower rain
455,Penzance,GB,50.12,-5.54,59.0,93,58,18.34,broken clouds
456,Tuy Hoa,VN,13.08,109.3,90.84,55,86,5.39,overcast clouds
457,Turochak,RU,52.26,87.12,60.98,71,90,3.06,overcast clouds
458,Novara,IT,45.59,8.58,77.0,88,40,2.24,scattered clouds
459,Makat,KZ,47.65,53.35,67.33,39,100,13.49,overcast clouds
460,Puerto Rico,AR,-26.8,-55.02,38.23,83,0,2.08,clear sky
461,Husavik,IS,66.04,-17.34,44.6,81,90,3.36,overcast clouds
462,Pauini,BR,-7.71,-66.98,59.63,56,0,4.18,clear sky
463,Alexandria,EG,31.22,29.96,78.8,74,20,13.87,few clouds
464,Vanderhoof,CA,54.02,-124.02,53.67,88,98,5.64,overcast clouds
465,Seka,TH,17.93,103.96,84.51,74,91,6.73,moderate rain
466,Jalu,LY,29.03,21.55,74.39,52,0,6.6,clear sky
467,Wanning,CN,18.8,110.4,87.87,66,12,5.97,few clouds
468,Ouango,CF,4.31,22.56,70.66,96,100,3.02,light rain
469,Along,IN,28.17,94.77,83.86,72,83,0.34,light rain
470,Safaga,EG,26.73,33.94,84.2,42,0,9.17,clear sky
471,Udachnyy,RU,66.42,112.4,60.8,38,75,6.71,broken clouds
472,Ilebo,CD,-4.32,20.58,69.85,95,100,3.06,moderate rain
473,Namatanai,PG,-3.67,152.43,82.53,77,37,6.46,light rain
474,Uige,AO,-7.61,15.06,62.65,91,29,2.28,scattered clouds
475,Constitucion,CL,-35.33,-72.42,52.99,76,0,3.6,clear sky
476,Berbera,SO,10.44,45.01,90.05,44,79,18.07,light rain
477,Kamakhyanagar,IN,20.93,85.55,87.1,67,54,7.45,broken clouds
478,Labuhan,ID,-6.88,112.21,88.9,48,89,13.82,overcast clouds
479,Funtua,NG,11.52,7.31,64.87,95,26,5.3,scattered clouds
480,Kapoeta,SS,4.77,33.59,76.28,52,10,14.94,clear sky
481,Taoudenni,ML,22.68,-3.98,97.88,11,20,7.85,few clouds
482,Beneditinos,BR,-5.45,-42.37,80.6,78,72,9.17,broken clouds
483,Dingle,PH,11.0,122.67,87.51,70,100,5.64,overcast clouds
484,Awjilah,LY,29.11,21.29,73.74,60,0,6.76,clear sky
485,Ust-Omchug,RU,61.15,149.63,42.39,62,96,12.37,overcast clouds
486,Oksfjord,NO,70.24,22.35,64.4,77,100,13.87,overcast clouds
487,Puerto Escondido,MX,15.85,-97.07,81.0,76,94,3.71,overcast clouds
488,Huangchuan,CN,32.13,115.04,78.6,87,100,8.08,overcast clouds
489,Kabalo,CD,-6.05,26.92,72.75,57,48,2.73,scattered clouds
490,Papara,BR,-3.98,-38.73,78.01,88,90,16.11,overcast clouds
491,Stokmarknes,NO,68.56,14.91,62.01,84,95,9.24,overcast clouds
492,Ciudad Bolivar,VE,8.12,-63.55,75.87,92,100,5.3,moderate rain
493,Nkan,GA,0.38,9.78,75.2,88,75,6.93,broken clouds
494,Gamba,GA,-2.65,10.0,72.16,86,71,5.57,broken clouds
495,General Pico,AR,-35.66,-63.76,44.04,53,0,10.51,clear sky
496,Saint-Augustin,CA,51.23,-58.65,52.5,79,0,7.31,clear sky
497,Awbari,LY,26.59,12.78,73.4,37,0,8.5,clear sky
498,Bollnas,SE,61.35,16.39,64.0,95,38,3.0,scattered clouds
499,Suining,CN,30.51,105.57,80.4,78,86,4.16,overcast clouds
500,Ust-Maya,RU,60.42,134.53,65.61,28,0,5.39,clear sky
501,Mengyin,CN,35.71,117.93,78.28,74,96,5.03,overcast clouds
502,Vashkivtsi,UA,48.38,25.51,64.99,10,0,2.44,clear sky
503,Cockburn Town,TC,21.46,-71.14,83.61,80,8,19.77,clear sky
504,Beloha,MG,-25.17,45.05,59.58,75,32,7.4,scattered clouds
505,Uchiza,PE,-8.46,-76.46,69.06,86,99,1.61,light rain
506,Manoel Urbano,BR,-8.84,-69.26,59.32,56,53,3.42,broken clouds
507,Luanda,AO,-8.84,13.23,70.79,85,89,5.61,overcast clouds
508,Terrace,CA,54.52,-128.6,57.2,87,90,17.22,overcast clouds
509,Gondar,ET,12.6,37.47,58.12,83,2,2.95,clear sky
510,Cayenne,GF,4.93,-52.33,75.2,100,20,7.49,few clouds
511,Muriti,TZ,-1.98,32.92,68.0,68,20,5.82,few clouds
512,Brae,GB,60.4,-1.35,55.4,100,34,16.11,scattered clouds
513,Akhtanizovskaya,RU,45.32,37.1,68.0,68,20,11.18,few clouds
514,Korostyshiv,UA,50.32,29.06,56.8,95,8,5.68,clear sky
515,Mandal,IN,25.45,74.57,83.73,74,75,7.96,light rain
516,Paslek,PL,54.06,19.66,70.0,67,23,1.99,few clouds
517,Guanare,VE,9.04,-69.74,73.53,97,100,3.74,heavy intensity rain
518,Vozhega,RU,60.47,40.22,56.62,80,0,1.23,clear sky
519,Te Anau,NZ,-45.42,167.72,53.02,66,12,2.04,few clouds
520,Antofagasta,CL,-23.65,-70.4,53.6,81,90,1.12,overcast clouds
521,Nome,US,64.5,-165.41,54.0,81,90,5.01,overcast clouds
522,Angoche,MZ,-16.23,39.91,72.91,79,99,12.93,light rain
523,Sisimiut,GL,66.94,-53.67,45.77,83,0,0.54,clear sky
524,Ewa Beach,US,21.32,-158.01,84.2,54,20,6.93,few clouds
525,Kingaroy,AU,-26.53,151.83,69.01,35,0,19.46,clear sky
526,Karoi,ZW,-16.81,29.69,53.53,88,5,9.26,clear sky
527,Tolaga Bay,NZ,-38.37,178.3,62.02,58,0,3.56,clear sky
528,Cairns,AU,-16.92,145.77,88.0,37,51,10.29,broken clouds
529,San Rafael,AR,-34.62,-68.33,49.03,41,0,10.27,clear sky
530,Hoa Binh,VN,20.81,105.34,84.2,74,40,3.36,scattered clouds
531,Miranda,CO,3.25,-76.23,71.6,78,75,4.7,broken clouds
532,Guane,CU,22.2,-84.09,78.24,86,100,9.08,light rain
533,Celestun,MX,20.87,-90.4,81.21,81,44,11.52,scattered clouds
534,Hirara,JP,24.8,125.28,78.8,94,75,17.22,light intensity shower rain
535,Portland,US,45.52,-122.68,66.0,88,90,3.36,moderate rain
536,Manavalakurichi,IN,8.13,77.3,86.0,74,40,2.24,scattered clouds
537,Mahajanga,MG,-15.72,46.32,71.6,60,40,6.93,scattered clouds
538,Cassilandia,BR,-19.11,-51.73,52.52,78,91,5.21,overcast clouds
539,Manggar,ID,-2.88,108.27,82.85,78,62,13.6,moderate rain
540,Saryg-Sep,RU,51.5,95.6,73.15,44,50,1.92,scattered clouds
541,Elko,US,41.0,-115.5,80.01,16,1,4.54,clear sky
542,Zharkent,KZ,44.16,80.0,81.5,23,50,10.74,scattered clouds
543,Podgornoye,RU,51.73,39.15,59.0,54,48,6.71,scattered clouds
544,Karratha,AU,-20.74,116.85,85.98,16,0,17.92,clear sky
545,Garissa,KE,-0.45,39.64,72.18,78,35,12.82,scattered clouds
546,Eyl,SO,7.98,49.82,79.32,60,47,24.76,scattered clouds
547,Butembo,CD,0.15,29.28,57.4,97,100,2.84,overcast clouds
548,Goderich,CA,43.75,-81.72,75.0,65,11,9.82,moderate rain
549,Batagay-Alyta,RU,67.8,130.41,40.87,66,97,10.36,overcast clouds
550,Aswan,EG,24.09,32.91,82.47,26,0,7.29,clear sky
551,Codrington,AU,-38.27,141.97,51.89,75,88,27.22,light rain
552,Kibaya,TZ,-5.3,36.57,57.38,87,88,5.79,overcast clouds
553,Evensk,RU,61.95,159.23,54.18,69,97,8.34,light rain
554,Chivacoa,VE,10.16,-68.89,64.4,100,100,3.36,overcast clouds
555,Touros,BR,-5.2,-35.46,69.8,100,9,4.7,clear sky
556,Mutoko,ZW,-17.4,32.23,50.79,100,19,4.59,few clouds
557,Kudahuvadhoo,MV,2.67,72.89,83.79,68,8,9.66,clear sky
558,Sawang Daen Din,TH,17.48,103.46,84.52,74,97,7.52,overcast clouds
559,Kowary,PL,50.79,15.84,71.01,65,13,3.8,moderate rain
560,Aktau,KZ,43.65,51.2,69.8,68,75,11.18,broken clouds
561,Sola,VU,-13.88,167.55,87.8,74,75,2.24,broken clouds
562,Manokwari,ID,-0.87,134.08,84.69,63,25,6.33,scattered clouds
563,Copiapo,CL,-27.37,-70.33,50.0,87,0,3.36,clear sky
564,Carballo,ES,43.21,-8.69,59.0,93,9,6.93,clear sky
565,Nampula,MZ,-15.12,39.27,66.2,93,75,9.17,broken clouds
566,Monte Alegre,BR,-2.01,-54.07,77.81,54,44,3.58,scattered clouds
567,Chambersburg,US,39.94,-77.66,73.99,84,100,3.44,overcast clouds
568,Pingliang,CN,35.54,106.69,65.84,80,100,7.47,overcast clouds
569,Rangapara,IN,26.82,92.65,84.78,76,60,4.29,light rain
570,Narok,KE,-1.08,35.86,53.83,92,62,5.14,broken clouds
571,Tshikapa,CD,-6.42,20.8,74.1,83,97,1.83,overcast clouds
572,Porbandar,IN,21.64,69.61,83.41,83,100,8.84,overcast clouds
573,Pombas,CV,17.15,-25.02,78.8,83,40,14.99,scattered clouds
574,Clinton,US,42.59,-82.92,75.99,77,1,3.36,clear sky
575,Saint-Andre-Les-Vergers,FR,48.29,4.05,62.6,77,100,9.17,overcast clouds
576,Ereymentau,KZ,51.62,73.1,62.82,60,12,12.39,few clouds
577,Ocampo,MX,21.65,-101.5,60.84,69,50,6.44,scattered clouds
578,Yerbogachen,RU,61.28,108.01,67.6,62,89,5.5,overcast clouds
579,Tiznit,MA,29.58,-9.5,77.43,28,2,1.88,clear sky
580,Lukovetskiy,RU,64.3,41.92,59.0,93,63,2.24,broken clouds
581,Erzin,TR,36.96,36.2,75.0,80,16,3.53,few clouds
582,Saa,CM,4.37,11.45,69.3,97,99,3.11,overcast clouds
583,Whitecourt,CA,54.15,-115.69,62.6,72,75,9.17,broken clouds
584,Teguise,ES,29.06,-13.56,73.4,83,0,21.92,clear sky
585,Bolu,TR,40.67,31.58,58.69,77,0,1.77,clear sky
586,Nsanje,MW,-16.92,35.26,63.91,90,41,4.7,scattered clouds
587,Roswell,US,34.02,-84.36,69.8,100,40,4.05,scattered clouds
588,Nandurbar,IN,21.37,74.25,78.17,88,100,20.51,light rain
589,Nouadhibou,MR,20.93,-17.03,77.0,73,91,10.29,overcast clouds
590,Pangnirtung,CA,66.15,-65.71,49.62,71,28,2.19,scattered clouds
591,Rampura,IN,30.25,75.23,85.59,72,30,7.31,scattered clouds
592,Asuncion,PY,-25.3,-57.64,41.0,65,0,4.7,clear sky
593,Muli,MV,2.92,73.57,83.79,64,86,6.42,overcast clouds
594,Leh,IN,34.17,77.58,60.13,36,10,5.97,clear sky
595,Champerico,GT,14.3,-91.92,81.05,78,100,4.83,overcast clouds
596,Bundaberg,AU,-24.85,152.35,79.0,19,0,14.99,clear sky
597,Jeremie,HT,18.65,-74.12,80.98,78,11,2.91,few clouds
598,Riyadh,SA,24.69,46.72,86.0,23,79,7.23,broken clouds
599,Hami,CN,42.8,93.45,87.89,17,0,6.78,clear sky
600,Arrifes,PT,37.77,-25.7,71.6,94,40,4.7,scattered clouds
601,Mumford,GH,5.26,-0.76,74.19,91,99,9.73,overcast clouds
602,Kaiyuan,CN,23.7,103.3,79.18,64,34,1.59,scattered clouds
603,Wolverhampton,GB,52.59,-2.12,57.0,93,35,14.54,light rain
604,Lethbridge,CA,49.7,-112.82,68.0,45,20,12.75,few clouds
605,Malatya,TR,38.5,38.0,69.8,46,0,17.22,clear sky
606,Verkhoyansk,RU,67.54,133.38,45.39,58,96,10.87,overcast clouds
607,Canala,NC,-21.53,165.95,80.6,47,2,6.93,clear sky
608,Geraldton,AU,-28.77,114.6,68.0,64,90,5.82,overcast clouds
609,Olga,RU,43.74,135.29,73.96,42,0,7.38,clear sky
610,Kirensk,RU,57.79,108.11,76.01,33,99,7.18,overcast clouds
611,Meadow Lake,US,34.8,-106.54,84.99,28,75,34.45,broken clouds
612,Jijiga,ET,9.35,42.8,63.12,74,100,19.1,overcast clouds
613,Kargopol,RU,61.51,38.95,58.33,93,0,2.44,clear sky
614,Betioky,MG,-23.72,44.38,61.21,78,0,10.38,clear sky
615,Staryy Nadym,RU,65.61,72.68,58.78,65,0,10.04,clear sky
616,Santa Rita,BR,-7.11,-34.98,71.6,94,40,4.7,scattered clouds
617,Pionerskiy,RU,54.95,20.23,69.8,68,87,6.71,overcast clouds
618,Langsa,ID,4.47,97.97,83.28,75,100,1.57,light rain
619,Sawtell,AU,-30.38,153.1,64.99,31,40,25.28,scattered clouds
620,Churapcha,RU,62.0,132.43,64.54,29,0,8.84,clear sky
621,Poum,NC,-20.23,164.02,71.76,72,0,2.21,clear sky
622,Tarabuco,BO,-19.17,-64.92,34.16,89,37,2.57,scattered clouds
623,Eureka,US,40.8,-124.16,64.99,93,1,5.82,clear sky
624,Sindou,BF,10.67,-5.17,72.34,96,100,1.86,light rain
625,Les Cayes,HT,18.2,-73.75,79.07,82,41,2.21,scattered clouds
626,Chinsali,ZM,-10.54,32.08,57.67,81,13,8.88,few clouds
627,Linqiong,CN,30.42,103.46,80.6,78,40,4.47,scattered clouds
628,Hue,VN,16.47,107.6,93.2,56,40,5.82,scattered clouds
629,Turbat,PK,26.0,63.04,89.53,55,98,3.42,overcast clouds
630,Malakal,SS,9.53,31.66,71.44,90,100,4.76,overcast clouds
631,Kondopoga,RU,62.21,34.26,55.4,93,0,2.24,clear sky
632,Broome,US,42.25,-75.83,66.0,100,97,2.55,overcast clouds
633,Garowe,SO,8.41,48.48,75.67,63,98,25.01,overcast clouds
634,Dengzhou,CN,37.81,120.75,82.0,66,0,6.73,clear sky
635,Veseloyarsk,RU,51.28,81.11,67.82,44,34,8.25,scattered clouds
636,Lahad Datu,MY,5.03,118.33,86.79,65,68,7.27,broken clouds
637,Spassk,RU,52.75,87.75,57.24,86,83,2.1,light rain
638,Pallasovka,RU,50.05,46.88,59.52,71,68,9.31,broken clouds
639,Jackson,US,42.42,-122.83,77.0,47,75,13.87,broken clouds
640,Miri,MY,4.41,114.01,89.6,66,40,8.05,scattered clouds
641,Mbandaka,CD,0.05,18.26,71.01,93,66,1.28,light rain
642,Yangambi,CD,0.81,24.43,70.09,98,88,1.48,light rain
643,Sleaford,GB,53.0,-0.41,60.8,87,37,17.22,scattered clouds
644,Margate,GB,51.38,1.39,64.0,84,6,3.0,clear sky
645,Vila Velha,BR,-20.33,-40.29,68.0,72,75,11.41,broken clouds
646,Sitka,US,57.05,-135.33,57.2,87,90,1.79,overcast clouds
647,Mildura,AU,-34.2,142.15,55.99,71,75,20.8,broken clouds
648,Venkatagiri,IN,13.97,79.58,89.65,54,47,7.83,scattered clouds
649,Port Hedland,AU,-20.32,118.57,89.6,14,0,12.75,clear sky
650,Erba,IT,45.81,9.23,73.99,82,0,2.42,clear sky
651,Pionki,PL,51.48,21.45,66.0,74,0,6.15,clear sky
652,Tuatapere,NZ,-46.13,167.68,54.0,70,26,7.0,light rain
